,Marque,Carburant,puiss_max,CO2,masse_ordma_min,Carrosserie,boite,gamme2,Cat_CO2
488,BMW,GO,130.0,125.0,1440,BERLINE,M,MOY-INFERIEURE,C
489,BMW,GO,130.0,140.0,1440,BERLINE,A,MOY-INFERIEURE,C
490,BMW,GO,135.0,123.0,1500,BERLINE,M,MOY-INFERIEURE,C
491,BMW,GO,135.0,126.0,1500,BERLINE,M,MOY-INFERIEURE,C
492,BMW,GO,135.0,116.0,1440,BERLINE,A,MOY-INFERIEURE,B
493,BMW,GO,135.0,119.0,1440,BERLINE,A,MOY-INFERIEURE,B
494,BMW,GO,135.0,119.0,1420,BERLINE,M,MOY-INFERIEURE,B
495,BMW,GO,135.0,122.0,1420,BERLINE,M,MOY-INFERIEURE,C
496,BMW,GO,160.0,126.0,1480,BERLINE,A,MOY-INFERIEURE,C
497,BMW,GO,160.0,129.0,1465,BERLINE,M,MOY-INFERIEURE,C
498,BMW,GO,150.0,139.0,1615,CABRIOLET,M,MOY-INFERIEURE,C
499,BMW,GO,150.0,149.0,1615,CABRIOLET,A,MOY-INFERIEURE,D
500,BMW,GO,150.0,134.0,1495,COUPE,M,MOY-INFERIEURE,C
501,BMW,GO,150.0,145.0,1495,COUPE,A,MOY-INFERIEURE,D
502,BMW,GO,150.0,135.0,1485,BERLINE,M,MOY-INFERIEURE,C
503,BMW,GO,150.0,145.0,1485,BERLINE,A,MOY-INFERIEURE,D
504,BMW,ES,160.0,189.0,1480,COUPE,M,MOY-INFERIEURE,E
505,BMW,ES,160.0,189.0,1505,COUPE,A,MOY-INFERIEURE,E
506,BMW,ES,160.0,194.0,1585,BERLINE,M,MOY-INFERIEURE,E
507,BMW,ES,160.0,194.0,1615,CABRIOLET,A,MOY-INFERIEURE,E
508,BMW,GO,85.0,99.0,1385,BERLINE,M,MOY-INFERIEURE,A
509,BMW,ES,190.0,199.0,1450,BERLINE,M,MOY-INFERIEURE,E
510,BMW,ES,190.0,199.0,1475,BERLINE,A,MOY-INFERIEURE,E
511,BMW,ES,225.0,198.0,1530,COUPE,M,MOY-INFERIEURE,E
512,BMW,ES,225.0,198.0,1545,COUPE,A,MOY-INFERIEURE,E
513,BMW,ES,225.0,200.0,1665,CABRIOLET,M,MOY-INFERIEURE,E
514,BMW,ES,225.0,200.0,1675,CABRIOLET,A,MOY-INFERIEURE,E
515,BMW,ES,235.0,182.0,1590,BERLINE,A,MOY-INFERIEURE,E
516,BMW,ES,235.0,175.0,1520,BERLINE,A,MOY-INFERIEURE,E
517,BMW,ES,235.0,188.0,1505,BERLINE,M,MOY-INFERIEURE,E
518,BMW,ES,235.0,182.0,1595,BERLINE,A,MOY-INFERIEURE,E
519,BMW,ES,100.0,138.0,1545,BREAK,A,SUPERIEURE,C
520,BMW,ES,100.0,143.0,1545,BREAK,A,SUPERIEURE,D
521,BMW,ES,100.0,138.0,1525,BREAK,M,SUPERIEURE,C
522,BMW,ES,100.0,143.0,1525,BREAK,M,SUPERIEURE,D
523,BMW,GO,85.0,119.0,1570,BREAK,A,SUPERIEURE,B
524,BMW,GO,85.0,123.0,1570,BREAK,A,SUPERIEURE,C
525,BMW,GO,85.0,119.0,1550,BREAK,M,SUPERIEURE,B
526,BMW,GO,85.0,123.0,1550,BREAK,M,SUPERIEURE,C
528,BMW,ES,100.0,134.0,1480,BERLINE,A,SUPERIEURE,C
529,BMW,ES,100.0,137.0,1480,BERLINE,A,SUPERIEURE,C
530,BMW,ES,100.0,134.0,1460,BERLINE,M,SUPERIEURE,C
531,BMW,ES,100.0,137.0,1460,BERLINE,M,SUPERIEURE,C
532,BMW,GO,85.0,116.0,1505,BERLINE,A,SUPERIEURE,B
533,BMW,GO,85.0,117.0,1505,BERLINE,A,SUPERIEURE,B
534,BMW,GO,85.0,114.0,1485,BERLINE,M,SUPERIEURE,B
535,BMW,GO,85.0,118.0,1485,BERLINE,M,SUPERIEURE,B
536,BMW,GO,105.0,127.0,1635,BERLINE,A,SUPERIEURE,C
537,BMW,GO,105.0,129.0,1635,BERLINE,A,SUPERIEURE,C
538,BMW,GO,105.0,119.0,1615,BERLINE,M,SUPERIEURE,B
539,BMW,GO,105.0,122.0,1615,BERLINE,M,SUPERIEURE,C
540,BMW,GO,105.0,119.0,1570,BREAK,A,SUPERIEURE,B
541,BMW,GO,105.0,123.0,1570,BREAK,A,SUPERIEURE,C
542,BMW,GO,105.0,119.0,1550,BREAK,M,SUPERIEURE,B
543,BMW,GO,105.0,123.0,1550,BREAK,M,SUPERIEURE,C
544,BMW,ES,105.0,147.0,1505,BREAK,M,SUPERIEURE,D
545,BMW,ES,105.0,159.0,1535,BREAK,A,SUPERIEURE,D
546,BMW,GO,105.0,120.0,1565,BREAK,M,SUPERIEURE,B
547,BMW,GO,105.0,142.0,1580,BREAK,A,SUPERIEURE,D
548,BMW,GO,105.0,117.0,1505,BERLINE,A,SUPERIEURE,B
549,BMW,GO,105.0,118.0,1505,BERLINE,A,SUPERIEURE,B
550,BMW,GO,105.0,116.0,1485,BERLINE,M,SUPERIEURE,B
551,BMW,GO,105.0,118.0,1485,BERLINE,M,SUPERIEURE,B
552,BMW,ES,135.0,145.0,1635,BERLINE,A,SUPERIEURE,D
553,BMW,ES,135.0,147.0,1635,BERLINE,A,SUPERIEURE,D
554,BMW,GO,135.0,129.0,1650,BERLINE,A,SUPERIEURE,C
555,BMW,GO,135.0,131.0,1650,BERLINE,A,SUPERIEURE,C
556,BMW,GO,135.0,129.0,1640,BERLINE,M,SUPERIEURE,C
557,BMW,GO,135.0,131.0,1640,BERLINE,M,SUPERIEURE,C
558,BMW,ES,125.0,159.0,1670,CABRIOLET,M,SUPERIEURE,D
559,BMW,ES,125.0,169.0,1700,CABRIOLET,A,SUPERIEURE,E
560,BMW,GO,135.0,135.0,1730,CABRIOLET,M,SUPERIEURE,C
561,BMW,GO,135.0,149.0,1745,CABRIOLET,A,SUPERIEURE,D
562,BMW,ES,125.0,154.0,1435,COUPE,M,SUPERIEURE,D
563,BMW,ES,125.0,159.0,1465,COUPE,A,SUPERIEURE,D
564,BMW,GO,135.0,137.0,1590,COUPE,M,SUPERIEURE,C
565,BMW,GO,135.0,150.0,1605,COUPE,A,SUPERIEURE,D
566,BMW,GO,135.0,125.0,1495,COUPE,M,SUPERIEURE,C
567,BMW,GO,135.0,140.0,1505,COUPE,A,SUPERIEURE,C
568,BMW,ES,135.0,143.0,1560,BERLINE,A,SUPERIEURE,D
569,BMW,ES,135.0,145.0,1560,BREAK,A,SUPERIEURE,D
570,BMW,ES,135.0,149.0,1540,BERLINE,M,SUPERIEURE,D
571,BMW,ES,135.0,152.0,1540,BREAK,M,SUPERIEURE,D
572,BMW,ES,135.0,152.0,1635,BREAK,A,SUPERIEURE,D
573,BMW,ES,135.0,154.0,1635,BREAK,A,SUPERIEURE,D
574,BMW,ES,135.0,159.0,1615,BREAK,M,SUPERIEURE,D
575,BMW,ES,135.0,160.0,1615,BREAK,M,SUPERIEURE,D
576,BMW,GO,135.0,129.0,1660,BREAK,A,SUPERIEURE,C
577,BMW,GO,135.0,133.0,1660,BREAK,A,SUPERIEURE,C
578,BMW,GO,135.0,129.0,1650,BREAK,M,SUPERIEURE,C
579,BMW,GO,135.0,133.0,1650,BREAK,M,SUPERIEURE,C
580,BMW,GO,120.0,112.0,1575,BREAK,A,SUPERIEURE,B
581,BMW,GO,120.0,112.0,1565,BREAK,M,SUPERIEURE,B
582,BMW,ES,125.0,149.0,1505,BREAK,M,SUPERIEURE,D
583,BMW,ES,125.0,164.0,1535,BREAK,A,SUPERIEURE,E
584,BMW,GO,135.0,128.0,1580,BREAK,M,SUPERIEURE,C
585,BMW,GO,135.0,142.0,1595,BREAK,A,SUPERIEURE,D
586,BMW,GO,135.0,140.0,1665,BREAK,M,SUPERIEURE,C
587,BMW,GO,135.0,153.0,1680,BREAK,A,SUPERIEURE,D
588,BMW,GO,120.0,114.0,1580,BREAK,M,SUPERIEURE,B
589,BMW,ES,135.0,138.0,1495,BERLINE,A,SUPERIEURE,C
590,BMW,ES,135.0,141.0,1495,BERLINE,A,SUPERIEURE,D
591,BMW,ES,135.0,144.0,1475,BERLINE,M,SUPERIEURE,D
592,BMW,ES,135.0,147.0,1475,BERLINE,M,SUPERIEURE,D
593,BMW,ES,135.0,149.0,1565,BERLINE,A,SUPERIEURE,D
594,BMW,ES,135.0,152.0,1565,BERLINE,A,SUPERIEURE,D
595,BMW,ES,135.0,158.0,1545,BERLINE,M,SUPERIEURE,D
596,BMW,ES,135.0,159.0,1545,BERLINE,M,SUPERIEURE,D
597,BMW,GO,135.0,117.0,1505,BERLINE,A,SUPERIEURE,B
598,BMW,GO,135.0,118.0,1505,BERLINE,A,SUPERIEURE,B
599,BMW,GO,135.0,119.0,1495,BERLINE,M,SUPERIEURE,B
600,BMW,GO,135.0,120.0,1495,BERLINE,M,SUPERIEURE,B
601,BMW,GO,135.0,124.0,1595,BERLINE,A,SUPERIEURE,C
602,BMW,GO,135.0,125.0,1595,BERLINE,A,SUPERIEURE,C
603,BMW,GO,135.0,127.0,1585,BERLINE,M,SUPERIEURE,C
604,BMW,GO,135.0,128.0,1585,BERLINE,M,SUPERIEURE,C
605,BMW,GO,120.0,109.0,1505,BERLINE,A,SUPERIEURE,B
606,BMW,GO,120.0,109.0,1495,BERLINE,M,SUPERIEURE,B
607,BMW,ES,125.0,124.0,1465,BERLINE,M,SUPERIEURE,C
608,BMW,ES,160.0,176.0,1730,CABRIOLET,M,SUPERIEURE,E
609,BMW,ES,160.0,185.0,1760,CABRIOLET,A,SUPERIEURE,E
610,BMW,GO,150.0,160.0,1815,CABRIOLET,M,SUPERIEURE,D
611,BMW,GO,150.0,168.0,1830,CABRIOLET,A,SUPERIEURE,E
612,BMW,ES,160.0,168.0,1505,COUPE,M,SUPERIEURE,E
613,BMW,ES,160.0,174.0,1535,COUPE,A,SUPERIEURE,E
614,BMW,ES,160.0,188.0,1605,COUPE,M,SUPERIEURE,E
615,BMW,ES,160.0,192.0,1625,COUPE,A,SUPERIEURE,E
616,BMW,GO,150.0,151.0,1590,COUPE,M,SUPERIEURE,D
617,BMW,GO,150.0,160.0,1605,COUPE,A,SUPERIEURE,D
618,BMW,GO,160.0,134.0,1615,BREAK,M,SUPERIEURE,C
619,BMW,ES,160.0,170.0,1565,BREAK,M,SUPERIEURE,E
620,BMW,ES,160.0,178.0,1595,COUPE,A,SUPERIEURE,E
621,BMW,ES,160.0,190.0,1715,BREAK,M,SUPERIEURE,E
622,BMW,ES,160.0,194.0,1735,BREAK,A,SUPERIEURE,E
623,BMW,GO,150.0,153.0,1665,BREAK,M,SUPERIEURE,D
624,BMW,GO,150.0,163.0,1680,BREAK,A,SUPERIEURE,E
625,BMW,GO,160.0,129.0,1550,BERLINE,M,SUPERIEURE,C
626,BMW,ES,180.0,162.0,1680,BREAK,A,SUPERIEURE,E
627,BMW,ES,180.0,166.0,1660,BREAK,M,SUPERIEURE,E
628,BMW,ES,180.0,147.0,1530,BERLINE,A,SUPERIEURE,D
629,BMW,ES,180.0,149.0,1505,BERLINE,M,SUPERIEURE,D
630,BMW,ES,180.0,157.0,1610,BERLINE,A,SUPERIEURE,D
631,BMW,ES,180.0,159.0,1595,BERLINE,M,SUPERIEURE,D
632,BMW,ES,200.0,182.0,1780,CABRIOLET,M,SUPERIEURE,E
633,BMW,ES,200.0,190.0,1795,CABRIOLET,A,SUPERIEURE,E
634,BMW,GO,180.0,162.0,1825,CABRIOLET,M,SUPERIEURE,E
635,BMW,GO,180.0,170.0,1840,CABRIOLET,A,SUPERIEURE,E
636,BMW,ES,200.0,191.0,1640,COUPE,M,SUPERIEURE,E
637,BMW,ES,200.0,193.0,1655,COUPE,A,SUPERIEURE,E
638,BMW,ES,200.0,173.0,1540,COUPE,M,SUPERIEURE,E
639,BMW,ES,200.0,175.0,1555,COUPE,A,SUPERIEURE,E
640,BMW,GO,180.0,171.0,1700,COUPE,M,SUPERIEURE,E
641,BMW,GO,180.0,178.0,1715,COUPE,A,SUPERIEURE,E
642,BMW,GO,180.0,152.0,1600,COUPE,M,SUPERIEURE,D
643,BMW,GO,180.0,164.0,1615,COUPE,A,SUPERIEURE,E
644,BMW,GO,190.0,142.0,1750,BREAK,A,SUPERIEURE,D
645,BMW,ES,200.0,193.0,1715,BREAK,M,SUPERIEURE,E
646,BMW,ES,200.0,195.0,1735,BREAK,A,SUPERIEURE,E
647,BMW,ES,200.0,177.0,1615,BREAK,M,SUPERIEURE,E
648,BMW,ES,200.0,184.0,1630,BREAK,A,SUPERIEURE,E
649,BMW,GO,180.0,174.0,1775,BREAK,M,SUPERIEURE,E
650,BMW,GO,180.0,181.0,1790,BREAK,A,SUPERIEURE,E
651,BMW,GO,180.0,155.0,1675,BREAK,M,SUPERIEURE,D
652,BMW,GO,180.0,165.0,1690,BREAK,A,SUPERIEURE,E
653,BMW,GO,190.0,137.0,1685,BERLINE,A,SUPERIEURE,C
654,BMW,ES,225.0,205.0,1810,CABRIOLET,M,SUPERIEURE,F
655,BMW,ES,225.0,205.0,1825,CABRIOLET,A,SUPERIEURE,F
656,BMW,ES,225.0,205.0,1680,COUPE,M,SUPERIEURE,F
657,BMW,ES,225.0,212.0,1695,COUPE,A,SUPERIEURE,F
658,BMW,ES,225.0,196.0,1600,COUPE,M,SUPERIEURE,E
659,BMW,ES,225.0,196.0,1615,COUPE,A,SUPERIEURE,E
660,BMW,GO,210.0,174.0,1645,COUPE,A,SUPERIEURE,E
661,BMW,ES,225.0,177.0,1660,BREAK,A,SUPERIEURE,E
662,BMW,ES,225.0,189.0,1650,BREAK,M,SUPERIEURE,E
663,BMW,ES,225.0,184.0,1730,BREAK,A,SUPERIEURE,E
664,BMW,ES,225.0,206.0,1735,BREAK,M,SUPERIEURE,F
665,BMW,ES,225.0,215.0,1750,BREAK,A,SUPERIEURE,F
666,BMW,ES,225.0,199.0,1670,BREAK,M,SUPERIEURE,E
667,BMW,ES,225.0,203.0,1685,BREAK,A,SUPERIEURE,F
668,BMW,GO,210.0,176.0,1720,BREAK,A,SUPERIEURE,E
669,BMW,ES,225.0,169.0,1595,BERLINE,A,SUPERIEURE,E
670,BMW,ES,225.0,186.0,1585,BERLINE,M,SUPERIEURE,E
671,BMW,ES,225.0,178.0,1665,BERLINE,A,SUPERIEURE,E
672,BMW,ES,225.0,193.0,1655,BERLINE,M,SUPERIEURE,E
673,BMW,GO,135.0,129.0,1790,BREAK,A,LUXE,C
674,BMW,GO,135.0,133.0,1790,BREAK,A,LUXE,C
675,BMW,GO,135.0,136.0,1790,BREAK,A,LUXE,C
676,BMW,GO,135.0,130.0,1785,BREAK,M,LUXE,C
677,BMW,GO,135.0,134.0,1785,BREAK,M,LUXE,C
678,BMW,GO,135.0,137.0,1785,BREAK,M,LUXE,C
679,BMW,ES,135.0,156.0,1790,BREAK,A,LUXE,D
680,BMW,ES,135.0,160.0,1790,BREAK,A,LUXE,D
681,BMW,ES,135.0,163.0,1790,BREAK,A,LUXE,E
682,BMW,ES,135.0,163.0,1780,BREAK,M,LUXE,E
683,BMW,ES,135.0,167.0,1780,BREAK,M,LUXE,E
684,BMW,ES,135.0,170.0,1780,BREAK,M,LUXE,E
685,BMW,GO,135.0,123.0,1700,BERLINE,A,LUXE,C
686,BMW,GO,135.0,127.0,1700,BERLINE,A,LUXE,C
687,BMW,GO,135.0,129.0,1700,BERLINE,A,LUXE,C
688,BMW,GO,135.0,125.0,1695,BERLINE,M,LUXE,C
689,BMW,GO,135.0,128.0,1695,BERLINE,M,LUXE,C
690,BMW,GO,135.0,130.0,1695,BERLINE,M,LUXE,C
691,BMW,GO,135.0,119.0,1695,BERLINE,M,LUXE,B
692,BMW,ES,135.0,149.0,1685,BERLINE,A,LUXE,D
693,BMW,ES,135.0,153.0,1685,BERLINE,A,LUXE,D
694,BMW,ES,135.0,155.0,1685,BERLINE,A,LUXE,D
695,BMW,ES,135.0,157.0,1670,BERLINE,M,LUXE,D
696,BMW,ES,135.0,161.0,1670,BERLINE,M,LUXE,E
697,BMW,ES,135.0,163.0,1670,BERLINE,M,LUXE,E
698,BMW,GO,135.0,139.0,1950,BERLINE,A,LUXE,C
699,BMW,GO,160.0,135.0,1825,BREAK,A,LUXE,C
700,BMW,GO,160.0,139.0,1825,BREAK,A,LUXE,C
701,BMW,GO,160.0,142.0,1825,BREAK,A,LUXE,D
702,BMW,GO,160.0,138.0,1820,BREAK,M,LUXE,C
703,BMW,GO,160.0,142.0,1820,BREAK,M,LUXE,D
704,BMW,GO,160.0,145.0,1820,BREAK,M,LUXE,D
705,BMW,GO,160.0,143.0,1895,BREAK,A,LUXE,D
706,BMW,GO,160.0,147.0,1895,BREAK,A,LUXE,D
707,BMW,GO,160.0,150.0,1895,BREAK,A,LUXE,D
708,BMW,GO,160.0,134.0,1795,BERLINE,A,LUXE,C
709,BMW,GO,160.0,138.0,1795,BERLINE,A,LUXE,C
710,BMW,GO,160.0,140.0,1795,BERLINE,A,LUXE,C
711,BMW,GO,160.0,126.0,1725,BERLINE,A,LUXE,C
712,BMW,GO,160.0,130.0,1725,BERLINE,A,LUXE,C
713,BMW,GO,160.0,132.0,1725,BERLINE,A,LUXE,C
714,BMW,GO,160.0,132.0,1720,BERLINE,M,LUXE,C
715,BMW,GO,160.0,136.0,1720,BERLINE,M,LUXE,C
716,BMW,GO,160.0,138.0,1720,BERLINE,M,LUXE,C
717,BMW,ES,180.0,159.0,1800,BREAK,A,LUXE,D
718,BMW,ES,180.0,163.0,1800,BREAK,A,LUXE,E
719,BMW,ES,180.0,166.0,1800,BREAK,A,LUXE,E
720,BMW,ES,180.0,165.0,1790,BREAK,M,LUXE,E
721,BMW,ES,180.0,169.0,1790,BREAK,M,LUXE,E
722,BMW,ES,180.0,172.0,1790,BREAK,M,LUXE,E
723,BMW,ES,180.0,169.0,1880,BREAK,A,LUXE,E
724,BMW,ES,180.0,173.0,1880,BREAK,A,LUXE,E
725,BMW,ES,180.0,176.0,1880,BREAK,A,LUXE,E
726,BMW,ES,180.0,152.0,1695,BERLINE,A,LUXE,D
727,BMW,ES,180.0,156.0,1695,BERLINE,A,LUXE,D
728,BMW,ES,180.0,158.0,1695,BERLINE,A,LUXE,D
729,BMW,ES,180.0,159.0,1685,BERLINE,M,LUXE,D
730,BMW,ES,180.0,163.0,1685,BERLINE,M,LUXE,E
731,BMW,ES,180.0,165.0,1685,BERLINE,M,LUXE,E
732,BMW,ES,180.0,162.0,1780,BERLINE,A,LUXE,E
733,BMW,ES,180.0,166.0,1780,BERLINE,A,LUXE,E
734,BMW,ES,180.0,168.0,1780,BERLINE,A,LUXE,E
735,BMW,GO,190.0,149.0,1940,BREAK,A,LUXE,D
736,BMW,GO,190.0,153.0,1940,BREAK,A,LUXE,D
737,BMW,GO,190.0,156.0,1940,BREAK,A,LUXE,D
738,BMW,ES,200.0,177.0,1820,BREAK,A,LUXE,E
739,BMW,ES,200.0,181.0,1820,BREAK,A,LUXE,E
740,BMW,ES,200.0,184.0,1820,BREAK,A,LUXE,E
741,BMW,ES,200.0,183.0,1800,BREAK,M,LUXE,E
742,BMW,ES,200.0,187.0,1800,BREAK,M,LUXE,E
743,BMW,ES,200.0,190.0,1800,BREAK,M,LUXE,E
744,BMW,GO,190.0,145.0,1870,BREAK,A,LUXE,D
745,BMW,GO,190.0,149.0,1870,BREAK,A,LUXE,D
746,BMW,GO,190.0,152.0,1870,BREAK,A,LUXE,D
747,BMW,GO,190.0,155.0,1860,BREAK,M,LUXE,D
748,BMW,GO,190.0,159.0,1860,BREAK,M,LUXE,D
749,BMW,GO,190.0,162.0,1860,BREAK,M,LUXE,E
750,BMW,GO,190.0,146.0,1865,BERLINE,A,LUXE,D
751,BMW,GO,190.0,149.0,1865,BERLINE,A,LUXE,D
752,BMW,GO,190.0,152.0,1865,BERLINE,A,LUXE,D
753,BMW,GO,190.0,139.0,1770,BERLINE,A,LUXE,C
754,BMW,GO,190.0,143.0,1770,BERLINE,A,LUXE,D
755,BMW,GO,190.0,145.0,1770,BERLINE,A,LUXE,D
756,BMW,GO,190.0,149.0,1760,BERLINE,M,LUXE,D
757,BMW,GO,190.0,153.0,1760,BERLINE,M,LUXE,D
758,BMW,GO,190.0,155.0,1760,BERLINE,M,LUXE,D
759,BMW,ES,200.0,173.0,1730,BERLINE,A,LUXE,E
760,BMW,ES,200.0,176.0,1730,BERLINE,A,LUXE,E
761,BMW,ES,200.0,178.0,1730,BERLINE,A,LUXE,E
762,BMW,ES,200.0,177.0,1710,BERLINE,M,LUXE,E
763,BMW,ES,200.0,180.0,1710,BERLINE,M,LUXE,E
764,BMW,ES,200.0,182.0,1710,BERLINE,M,LUXE,E
765,BMW,GO,180.0,173.0,2035,BERLINE,A,LUXE,E
766,BMW,GO,180.0,183.0,2090,BERLINE,A,LUXE,E
767,BMW,GO,190.0,163.0,2085,BERLINE,A,LUXE,E
768,BMW,GO,190.0,153.0,2015,BERLINE,A,LUXE,D
769,BMW,ES,225.0,179.0,1845,BREAK,A,LUXE,E
770,BMW,ES,225.0,183.0,1845,BREAK,A,LUXE,E
771,BMW,ES,225.0,186.0,1845,BREAK,A,LUXE,E
772,BMW,ES,225.0,190.0,1840,BREAK,M,LUXE,E
773,BMW,ES,225.0,194.0,1840,BREAK,M,LUXE,E
774,BMW,ES,225.0,197.0,1840,BREAK,M,LUXE,E
775,BMW,ES,225.0,194.0,1915,BERLINE,A,LUXE,E
776,BMW,ES,225.0,197.0,1915,BERLINE,A,LUXE,E
777,BMW,ES,225.0,199.0,1915,BERLINE,A,LUXE,E
778,BMW,GO,230.0,156.0,1970,BREAK,A,LUXE,D
779,BMW,GO,230.0,159.0,1970,BREAK,A,LUXE,D
780,BMW,GO,230.0,163.0,1970,BREAK,A,LUXE,E
781,BMW,GO,230.0,148.0,1900,BREAK,A,LUXE,D
782,BMW,GO,230.0,152.0,1900,BREAK,A,LUXE,D
783,BMW,GO,230.0,155.0,1900,BREAK,A,LUXE,D
784,BMW,ES,225.0,177.0,1775,BERLINE,A,LUXE,E
785,BMW,ES,225.0,180.0,1775,BERLINE,A,LUXE,E
786,BMW,ES,225.0,183.0,1775,BERLINE,A,LUXE,E
787,BMW,ES,225.0,188.0,1760,BERLINE,M,LUXE,E
788,BMW,ES,225.0,192.0,1760,BERLINE,M,LUXE,E
789,BMW,ES,225.0,194.0,1760,BERLINE,M,LUXE,E
790,BMW,ES,225.0,185.0,1840,BERLINE,A,LUXE,E
791,BMW,ES,225.0,188.0,1840,BERLINE,A,LUXE,E
792,BMW,ES,225.0,190.0,1840,BERLINE,A,LUXE,E
793,BMW,GO,230.0,142.0,1800,BERLINE,A,LUXE,D
794,BMW,GO,230.0,146.0,1800,BERLINE,A,LUXE,D
795,BMW,GO,230.0,148.0,1800,BERLINE,A,LUXE,D
796,BMW,GO,230.0,149.0,1870,BERLINE,A,LUXE,D
797,BMW,GO,230.0,154.0,1870,BERLINE,A,LUXE,D
798,BMW,GO,230.0,156.0,1870,BERLINE,A,LUXE,D
799,BMW,ES,225.0,209.0,2015,BERLINE,A,LUXE,F
800,BMW,GO,220.0,175.0,2045,BERLINE,A,LUXE,E
801,BMW,ES,225.0,216.0,2070,BERLINE,A,LUXE,F
802,BMW,GO,220.0,187.0,2110,BERLINE,A,LUXE,E
803,BMW,GO,230.0,168.0,2115,BERLINE,A,LUXE,E
804,BMW,GO,230.0,154.0,2045,BERLINE,A,LUXE,D
805,BMW,ES,300.0,249.0,1975,BREAK,A,LUXE,F
806,BMW,ES,300.0,250.0,1975,BREAK,A,LUXE,G
807,BMW,GO,280.0,169.0,2065,BREAK,A,LUXE,E
808,BMW,ES,300.0,242.0,1905,BERLINE,A,LUXE,F
809,BMW,ES,300.0,243.0,1905,BERLINE,A,LUXE,F
810,BMW,ES,300.0,256.0,1975,BERLINE,A,LUXE,G
811,BMW,ES,300.0,257.0,1975,BERLINE,A,LUXE,G
812,BMW,GO,280.0,165.0,1970,BREAK,A,LUXE,E
813,BMW,ES,330.0,214.0,2145,BERLINE,A,LUXE,F
814,BMW,ES,300.0,263.0,2135,BERLINE,A,LUXE,G
815,BMW,ES,330.0,224.0,2215,BERLINE,A,LUXE,F
816,BMW,ES,300.0,275.0,2205,BERLINE,A,LUXE,G
817,BMW,GO,230.0,152.0,1945,COUPE,A,LUXE,D
818,BMW,GO,230.0,154.0,1945,COUPE,A,LUXE,D
819,BMW,GO,230.0,158.0,1945,COUPE,A,LUXE,D
820,BMW,ES,235.0,189.0,1900,COUPE,A,LUXE,E
822,BMW,ES,235.0,193.0,1900,COUPE,A,LUXE,E
823,BMW,ES,235.0,177.0,1735,COUPE,A,LUXE,E
824,BMW,ES,235.0,179.0,1735,COUPE,A,LUXE,E
825,BMW,ES,235.0,181.0,1735,COUPE,A,LUXE,E
826,BMW,ES,235.0,181.0,1915,CABRIOLET,A,LUXE,E
827,BMW,ES,235.0,183.0,1915,CABRIOLET,A,LUXE,E
828,BMW,ES,235.0,185.0,1915,CABRIOLET,A,LUXE,E
829,BMW,GO,230.0,143.0,1790,COUPE,A,LUXE,D
830,BMW,GO,230.0,144.0,1790,COUPE,A,LUXE,D
831,BMW,GO,230.0,145.0,1790,COUPE,A,LUXE,D
832,BMW,ES,235.0,188.0,1840,COUPE,A,LUXE,E
834,BMW,ES,235.0,191.0,1840,COUPE,A,LUXE,E
835,BMW,GO,230.0,147.0,1935,CABRIOLET,A,LUXE,D
836,BMW,GO,230.0,148.0,1935,CABRIOLET,A,LUXE,D
837,BMW,GO,230.0,149.0,1935,CABRIOLET,A,LUXE,D
838,BMW,GO,230.0,149.0,1870,COUPE,A,LUXE,D
839,BMW,GO,230.0,152.0,1870,COUPE,A,LUXE,D
840,BMW,GO,230.0,153.0,1870,COUPE,A,LUXE,D
841,BMW,GO,230.0,154.0,2005,CABRIOLET,A,LUXE,D
842,BMW,GO,230.0,157.0,2005,CABRIOLET,A,LUXE,D
843,BMW,GO,230.0,158.0,2005,CABRIOLET,A,LUXE,D
844,BMW,ES,235.0,192.0,1985,CABRIOLET,A,LUXE,E
846,BMW,ES,235.0,195.0,1985,CABRIOLET,A,LUXE,E
847,BMW,ES,330.0,199.0,1940,COUPE,A,LUXE,E
848,BMW,ES,330.0,206.0,1940,COUPE,A,LUXE,F
849,BMW,ES,330.0,215.0,2015,COUPE,A,LUXE,F
850,BMW,ES,330.0,219.0,2015,COUPE,A,LUXE,F
851,BMW,ES,300.0,245.0,1845,COUPE,A,LUXE,F
852,BMW,ES,300.0,246.0,1845,COUPE,A,LUXE,F
853,BMW,ES,300.0,262.0,1920,COUPE,A,LUXE,G
854,BMW,ES,300.0,263.0,1920,COUPE,A,LUXE,G
855,BMW,ES,300.0,248.0,2015,CABRIOLET,A,LUXE,F
856,BMW,ES,300.0,249.0,2015,CABRIOLET,A,LUXE,F
857,BMW,ES,300.0,266.0,2055,CABRIOLET,A,LUXE,G
858,BMW,ES,300.0,267.0,2055,CABRIOLET,A,LUXE,G
859,BMW,ES,330.0,213.0,1930,COUPE,A,LUXE,F
860,BMW,ES,330.0,217.0,1930,COUPE,A,LUXE,F
861,BMW,ES,330.0,199.0,1870,COUPE,A,LUXE,E
862,BMW,ES,330.0,206.0,1870,COUPE,A,LUXE,F
863,BMW,ES,330.0,217.0,2055,CABRIOLET,A,LUXE,F
864,BMW,ES,330.0,221.0,2055,CABRIOLET,A,LUXE,F
865,BMW,ES,330.0,208.0,2015,CABRIOLET,A,LUXE,F
866,BMW,ES,330.0,214.0,2015,CABRIOLET,A,LUXE,F
867,BMW,GO,180.0,178.0,1940,BERLINE,A,LUXE,E
868,BMW,GO,180.0,180.0,1975,BERLINE,A,LUXE,E
